martial,housing,loan,duration,poutcome,y
married,yes,no,175,unknown,no
married,yes,no,256,unknown,no
single,yes,no,202,unknown,no
divorced,yes,no,104,unknown,no
divorced,yes,no,283,unknown,no
married,yes,no,448,unknown,no
single,yes,no,127,unknown,no
single,yes,no,378,unknown,no
single,yes,no,67,unknown,no
married,yes,no,221,unknown,no
divorced,yes,no,150,unknown,no
married,yes,no,144,unknown,no
married,yes,no,296,unknown,no
married,yes,no,401,unknown,no
single,yes,no,435,unknown,no
married,yes,no,388,unknown,no
single,yes,no,245,unknown,no
married,no,no,143,unknown,no
married,yes,no,223,unknown,no
married,yes,no,423,unknown,no
married,yes,yes,231,unknown,no
married,yes,yes,634,unknown,no
married,no,no,107,unknown,no
married,yes,yes,227,unknown,no
married,yes,no,69,unknown,no
married,yes,no,799,unknown,no
married,yes,no,109,unknown,no
married,yes,no,127,unknown,no
married,yes,no,120,unknown,no
single,yes,yes,68,unknown,no
married,yes,no,180,unknown,no
married,yes,no,112,unknown,no
married,yes,no,444,unknown,no
single,no,no,246,unknown,no
single,yes,yes,259,unknown,no
married,yes,no,223,unknown,no
married,yes,no,566,unknown,no
married,no,no,274,unknown,no
married,yes,no,49,unknown,no
married,no,no,380,unknown,no
single,yes,no,138,unknown,no
married,yes,yes,376,unknown,no
married,yes,no,421,unknown,no
married,yes,no,121,unknown,no
married,no,no,36,unknown,no
single,yes,no,328,unknown,no
married,yes,no,19,unknown,no
married,yes,yes,866,unknown,no
married,yes,no,229,unknown,no
married,yes,no,154,unknown,no
married,yes,no,56,unknown,no
married,yes,no,1581,unknown,no
married,yes,no,117,unknown,no
married,yes,no,185,unknown,no
divorced,yes,yes,202,unknown,no
married,yes,no,279,unknown,no
married,no,no,180,unknown,no
married,yes,no,218,unknown,no
single,yes,no,129,unknown,no
married,yes,no,530,unknown,no
single,yes,no,104,unknown,no
divorced,yes,no,60,unknown,no
married,yes,no,432,unknown,no
married,yes,no,113,unknown,no
married,yes,no,516,unknown,no
married,yes,no,179,unknown,no
single,yes,yes,125,unknown,no
married,yes,yes,386,unknown,no
single,no,no,262,unknown,no
single,yes,no,396,unknown,no
married,yes,no,294,unknown,no
married,yes,no,171,unknown,no
single,yes,no,614,unknown,no
divorced,yes,no,118,unknown,no
divorced,yes,no,485,unknown,no
married,yes,no,406,unknown,no
single,yes,no,287,unknown,no
married,yes,no,216,unknown,no
married,yes,yes,650,unknown,no
married,no,no,55,unknown,no
single,yes,no,371,unknown,no
divorced,yes,no,166,unknown,no
married,yes,no,48,unknown,no
single,yes,no,72,unknown,no
married,yes,no,55,unknown,no
married,yes,yes,144,unknown,no
married,yes,no,474,unknown,no
married,yes,no,559,unknown,no
married,yes,no,261,unknown,no
married,yes,no,1101,unknown,no
single,no,no,236,unknown,no
married,yes,no,164,unknown,no
married,no,no,93,unknown,no
single,yes,no,912,unknown,no
married,yes,no,179,unknown,no
divorced,yes,no,485,unknown,no
single,yes,no,206,unknown,no
married,yes,no,311,unknown,no
married,yes,no,690,unknown,no
married,yes,no,362,unknown,no
married,yes,no,274,unknown,no
married,yes,no,163,unknown,no
divorced,yes,yes,345,unknown,no
single,yes,no,329,unknown,no
single,yes,no,68,unknown,no
divorced,yes,no,143,unknown,no
married,yes,no,1062,unknown,no
divorced,yes,no,71,unknown,no
married,yes,no,106,unknown,no
divorced,yes,no,688,unknown,no
married,yes,no,103,unknown,no
married,yes,no,349,unknown,no
married,yes,no,78,unknown,no
divorced,yes,no,194,unknown,no
divorced,yes,yes,224,unknown,no
single,yes,no,98,unknown,no
married,yes,yes,607,unknown,no
married,yes,no,398,unknown,no
married,no,no,103,unknown,no
married,yes,no,241,unknown,no
married,yes,yes,203,unknown,no
married,yes,no,96,unknown,no
divorced,yes,yes,238,unknown,no
married,yes,yes,153,unknown,no
married,yes,no,481,unknown,no
single,yes,no,2177,unknown,no
divorced,yes,no,119,unknown,no
single,yes,yes,245,unknown,no
divorced,no,no,152,unknown,no
married,no,no,418,unknown,no
single,yes,no,198,unknown,no
married,yes,yes,198,unknown,no
married,yes,no,374,unknown,no
married,no,no,51,unknown,no
married,yes,yes,263,unknown,no
divorced,yes,no,229,unknown,no
married,yes,no,154,unknown,no
single,yes,no,278,unknown,no
single,yes,yes,306,unknown,no
married,yes,no,114,unknown,no
single,yes,no,94,unknown,no
married,yes,no,208,unknown,no
married,yes,no,169,unknown,no
single,yes,no,332,unknown,no
married,yes,no,263,unknown,no
married,yes,no,353,unknown,no
married,yes,no,108,unknown,no
married,yes,no,441,unknown,no
married,yes,no,46,unknown,no
married,yes,no,266,unknown,no
single,yes,no,223,unknown,no
married,yes,no,105,unknown,no
married,yes,no,165,unknown,no
divorced,yes,no,381,unknown,no
married,yes,no,228,unknown,no
single,yes,no,128,unknown,no
married,yes,no,764,unknown,no
married,yes,no,113,unknown,no
divorced,yes,yes,396,unknown,no
married,yes,no,133,unknown,no
single,yes,no,42,unknown,no
married,no,no,234,unknown,no
married,no,no,297,unknown,no
single,yes,no,50,unknown,no
single,yes,no,214,unknown,no
married,yes,no,110,unknown,no
single,yes,no,99,unknown,no
married,yes,no,274,unknown,no
single,yes,no,191,unknown,no
married,yes,no,305,unknown,no
married,yes,no,134,unknown,no
married,no,no,112,unknown,no
single,yes,no,283,unknown,no
married,yes,yes,353,unknown,no
married,yes,no,212,unknown,no
married,yes,no,225,unknown,no
married,yes,no,283,unknown,no
single,yes,no,1273,unknown,no
married,yes,no,1574,unknown,yes
married,yes,no,139,unknown,no
married,yes,no,228,unknown,no
married,yes,no,62,unknown,no
single,yes,no,256,unknown,no
divorced,yes,no,564,unknown,no
single,yes,no,245,unknown,no
married,yes,no,161,unknown,no
married,yes,no,79,unknown,no
divorced,yes,no,152,unknown,no
married,yes,no,591,unknown,no
married,yes,no,113,unknown,no
single,yes,no,193,unknown,no
married,yes,no,299,unknown,no
married,no,no,348,unknown,no
single,yes,yes,103,unknown,no
married,yes,no,253,unknown,no
single,no,no,127,unknown,no
married,yes,no,244,unknown,no
married,yes,no,157,unknown,no
married,yes,no,548,unknown,no
divorced,yes,no,114,unknown,no
single,yes,no,126,unknown,no
single,yes,no,161,unknown,no
divorced,yes,yes,333,unknown,no
divorced,yes,no,155,unknown,no
married,yes,yes,152,unknown,no
married,yes,yes,145,unknown,no
divorced,yes,yes,66,unknown,no
married,yes,no,123,unknown,no
divorced,yes,no,74,unknown,no
divorced,yes,no,248,unknown,no
single,yes,no,130,unknown,no
divorced,yes,no,71,unknown,no
married,yes,no,984,unknown,no
married,yes,no,252,unknown,no
married,yes,no,84,unknown,no
married,yes,yes,1689,unknown,yes
married,yes,no,130,unknown,no
married,yes,no,489,unknown,no
married,yes,no,41,unknown,no
married,no,no,159,unknown,no
married,yes,no,196,unknown,no
single,yes,no,276,unknown,no
married,yes,no,697,unknown,no
single,yes,no,81,unknown,no
married,yes,yes,149,unknown,no
married,yes,no,281,unknown,no
married,yes,no,122,unknown,no
married,yes,no,361,unknown,no
divorced,yes,no,319,unknown,no
married,yes,no,944,unknown,no
married,yes,no,282,unknown,no
single,yes,no,1102,unknown,yes
divorced,yes,no,35,unknown,no
married,yes,no,143,unknown,no
married,yes,yes,22,unknown,no
single,yes,no,90,unknown,no
married,yes,no,17,unknown,no
single,yes,no,404,unknown,no
married,yes,no,238,unknown,no
divorced,yes,no,71,unknown,no
married,yes,no,309,unknown,no
married,yes,no,408,unknown,no
divorced,yes,no,128,unknown,no
divorced,yes,no,297,unknown,no
divorced,yes,yes,280,unknown,no
single,yes,no,374,unknown,no
married,yes,no,365,unknown,no
married,yes,no,177,unknown,no
married,yes,no,238,unknown,no
married,no,no,425,unknown,no
single,yes,no,77,unknown,no
married,yes,no,223,unknown,no
married,yes,no,201,unknown,no
single,yes,no,239,unknown,no
single,yes,yes,308,unknown,no
married,yes,no,137,unknown,no
single,yes,no,162,unknown,no
single,yes,no,134,unknown,no
divorced,yes,no,175,unknown,no
married,yes,no,125,unknown,no
single,yes,no,211,unknown,no
married,yes,no,67,unknown,no
married,yes,no,156,unknown,no
single,yes,no,943,unknown,yes
married,no,no,813,unknown,yes
married,yes,no,178,unknown,no
married,yes,no,142,unknown,no
married,yes,yes,194,unknown,no
married,yes,no,132,unknown,no
single,yes,no,109,unknown,no
married,yes,no,94,unknown,no
divorced,yes,no,31,unknown,no
married,yes,no,84,unknown,no
divorced,yes,yes,489,unknown,no
married,yes,no,180,unknown,no
married,yes,no,314,unknown,no
married,yes,no,207,unknown,no
married,yes,yes,146,unknown,no
married,yes,no,193,unknown,no
married,yes,no,177,unknown,no
divorced,yes,no,1040,unknown,no
divorced,yes,no,622,unknown,no
divorced,yes,no,170,unknown,no
married,yes,no,267,unknown,no
divorced,yes,no,1084,unknown,yes
married,yes,yes,528,unknown,no
single,yes,no,183,unknown,no
married,yes,no,238,unknown,no
married,yes,yes,61,unknown,no
divorced,yes,no,923,unknown,no
married,no,no,70,unknown,no
single,yes,no,541,unknown,yes
single,yes,no,41,unknown,no
single,yes,no,221,unknown,no
married,yes,yes,35,unknown,no
married,yes,no,262,unknown,no
single,no,no,151,unknown,no
married,yes,no,135,unknown,no
married,yes,no,604,unknown,no
married,yes,no,65,unknown,no
married,yes,no,380,unknown,no
single,yes,no,693,unknown,no
divorced,yes,no,11,unknown,no
single,yes,no,405,unknown,no
single,yes,yes,20,unknown,no
single,yes,yes,202,unknown,no
married,yes,no,235,unknown,no
single,yes,no,75,unknown,no
single,yes,yes,134,unknown,no
single,yes,no,101,unknown,no
single,yes,no,255,unknown,no
single,yes,no,80,unknown,no
single,yes,no,462,unknown,no
single,yes,no,161,unknown,no
married,yes,no,200,unknown,no
married,yes,no,56,unknown,no
single,yes,no,238,unknown,no
married,yes,yes,418,unknown,no
divorced,yes,no,139,unknown,no
married,yes,no,96,unknown,no
married,yes,no,39,unknown,no
divorced,yes,no,471,unknown,no
single,yes,no,231,unknown,no
married,yes,no,66,unknown,no
married,yes,no,204,unknown,no
married,yes,no,159,unknown,no
single,yes,no,200,unknown,no
married,yes,no,187,unknown,no
married,yes,no,166,unknown,no
married,yes,no,144,unknown,no
married,yes,no,690,unknown,no
single,yes,no,323,unknown,no
married,yes,no,194,unknown,no
single,yes,yes,82,unknown,no
married,yes,no,269,unknown,no
married,yes,no,285,unknown,no
single,yes,no,101,unknown,no
single,yes,no,294,unknown,no
married,yes,no,1119,unknown,yes
married,yes,no,249,unknown,no
married,no,no,106,unknown,no
married,yes,no,152,unknown,no
married,yes,no,12,unknown,no
married,yes,no,187,unknown,no
married,yes,no,214,unknown,no
divorced,yes,no,268,unknown,no
divorced,yes,no,193,unknown,no
married,yes,no,95,unknown,no
married,yes,no,60,unknown,no
married,yes,no,381,unknown,no
married,yes,no,206,unknown,no
married,yes,no,75,unknown,no
single,yes,no,128,unknown,no
divorced,yes,no,216,unknown,no
married,yes,no,155,unknown,no
single,yes,no,103,unknown,no
married,yes,yes,494,unknown,no
single,yes,no,107,unknown,no
married,yes,yes,147,unknown,no
single,yes,no,190,unknown,no
married,yes,no,339,unknown,no
married,yes,no,198,unknown,no
married,yes,no,141,unknown,no
single,yes,no,255,unknown,no
married,yes,no,1120,unknown,yes
married,yes,no,306,unknown,no
married,yes,no,249,unknown,no
married,yes,no,215,unknown,no
married,no,no,143,unknown,no
married,yes,no,162,unknown,no
single,yes,no,81,unknown,no
single,yes,no,33,unknown,no
married,yes,no,204,unknown,no
married,yes,no,124,unknown,no
married,yes,no,784,unknown,no
single,yes,no,393,unknown,no
single,yes,no,87,unknown,no
married,yes,no,108,unknown,no
married,yes,no,207,unknown,no
single,yes,no,278,unknown,no
married,yes,no,74,unknown,no
single,yes,no,196,unknown,no
single,no,no,149,unknown,no
single,yes,no,287,unknown,no
married,no,no,229,unknown,no
single,yes,no,154,unknown,no
married,yes,no,357,unknown,no
married,yes,no,147,unknown,no
married,no,no,93,unknown,no
married,yes,no,665,unknown,no
single,yes,no,131,unknown,no
divorced,yes,no,160,unknown,no
married,yes,no,74,unknown,no
single,yes,no,60,unknown,no
married,no,no,82,unknown,no
divorced,yes,no,475,unknown,no
married,yes,no,111,unknown,no
married,yes,no,284,unknown,no
married,yes,no,140,unknown,no
married,yes,no,110,unknown,no
single,yes,no,64,unknown,no
married,yes,no,149,unknown,no
single,yes,no,256,unknown,no
single,yes,no,156,unknown,no
married,yes,no,63,unknown,no
married,no,no,362,unknown,no
single,yes,no,32,unknown,no
single,yes,no,712,unknown,no
married,yes,no,102,unknown,no
married,no,no,338,unknown,no
married,yes,no,69,unknown,no
married,yes,no,446,unknown,no
married,yes,no,249,unknown,no
married,yes,no,176,unknown,no
married,yes,no,1007,unknown,no
married,yes,yes,266,unknown,no
married,yes,no,172,unknown,no
married,yes,no,323,unknown,no
married,yes,no,175,unknown,no
married,yes,no,459,unknown,no
married,yes,no,211,unknown,no
single,yes,no,237,unknown,no
married,yes,no,50,unknown,no
single,yes,no,500,unknown,no
divorced,yes,no,186,unknown,no
married,yes,no,96,unknown,no
single,no,no,98,unknown,no
married,yes,no,364,unknown,no
divorced,yes,no,477,unknown,no
single,yes,no,319,unknown,no
married,yes,no,178,unknown,no
divorced,yes,yes,513,unknown,yes
divorced,yes,no,170,unknown,no
divorced,yes,no,139,unknown,no
married,yes,no,70,unknown,no
married,yes,no,110,unknown,no
married,yes,yes,280,unknown,no
married,yes,no,667,unknown,no
married,yes,yes,63,unknown,no
married,yes,no,159,unknown,no
married,no,no,177,unknown,no
married,yes,yes,108,unknown,no
married,yes,no,194,unknown,no
married,no,no,366,unknown,no
married,yes,yes,213,unknown,no
divorced,yes,yes,141,unknown,no
married,yes,yes,982,unknown,no
married,yes,no,168,unknown,no
married,yes,no,468,unknown,no
married,yes,no,180,unknown,no
single,yes,no,195,unknown,no
married,yes,no,352,unknown,no
married,yes,no,91,unknown,no
single,yes,no,288,unknown,no
single,yes,no,72,unknown,no
married,yes,no,218,unknown,no
single,yes,no,289,unknown,no
married,no,no,384,unknown,no
married,yes,yes,130,unknown,no
married,yes,no,226,unknown,no
married,yes,no,208,unknown,no
divorced,yes,no,442,unknown,yes
married,yes,no,101,unknown,no
single,yes,no,756,unknown,yes
married,yes,no,189,unknown,no
single,yes,no,108,unknown,no
single,yes,no,205,unknown,no
married,no,no,238,unknown,no
divorced,yes,yes,136,unknown,no
single,no,no,14,unknown,no
married,no,no,395,unknown,no
single,yes,no,161,unknown,no
divorced,no,no,269,unknown,no
single,yes,no,491,unknown,no
single,no,no,44,unknown,no
single,yes,no,26,unknown,no
married,yes,no,22,unknown,no
married,yes,no,161,unknown,no
married,no,no,406,unknown,no
divorced,yes,no,422,unknown,no
single,yes,no,147,unknown,no
single,yes,no,219,unknown,no
married,yes,no,807,unknown,no
married,yes,yes,347,unknown,no
married,yes,no,534,unknown,no
married,yes,no,58,unknown,no
divorced,yes,no,155,unknown,no
single,yes,no,152,unknown,no
married,yes,yes,461,unknown,no
married,yes,no,389,unknown,no
married,yes,no,314,unknown,no
married,yes,no,28,unknown,no
single,yes,no,229,unknown,no
single,yes,no,30,unknown,no
married,yes,no,103,unknown,no
married,yes,no,32,unknown,no
married,yes,yes,252,unknown,no
divorced,yes,no,369,unknown,no
divorced,yes,no,116,unknown,no
married,yes,yes,20,unknown,no
married,yes,no,31,unknown,no
single,no,no,190,unknown,no
married,no,no,149,unknown,no
married,yes,no,210,unknown,no
single,yes,no,234,unknown,no
married,yes,yes,63,unknown,no
married,yes,no,21,unknown,no
divorced,yes,no,2087,unknown,yes
married,yes,no,102,unknown,no
married,yes,no,245,unknown,no
married,yes,no,190,unknown,no
married,yes,no,223,unknown,no
married,yes,no,650,unknown,no
married,yes,no,42,unknown,no
divorced,yes,no,206,unknown,no
single,yes,no,66,unknown,no
married,yes,no,173,unknown,no
married,yes,yes,477,unknown,no
married,yes,no,77,unknown,no
single,yes,no,219,unknown,no
married,yes,no,376,unknown,no
married,yes,yes,453,unknown,no
married,yes,no,151,unknown,no
single,yes,no,200,unknown,no
divorced,yes,no,298,unknown,no
married,yes,no,627,unknown,no
divorced,yes,no,133,unknown,no
single,yes,yes,287,unknown,no
single,yes,yes,242,unknown,no
divorced,no,no,184,unknown,no
married,yes,yes,119,unknown,no
married,yes,no,403,unknown,no
single,yes,yes,626,unknown,no
single,no,no,12,unknown,no
divorced,no,no,266,unknown,no
married,yes,no,23,unknown,no
divorced,yes,no,154,unknown,no
married,yes,no,10,unknown,no
married,yes,no,66,unknown,no
divorced,yes,yes,240,unknown,no
married,yes,yes,224,unknown,no
single,yes,no,202,unknown,no
married,yes,no,144,unknown,no
divorced,no,no,263,unknown,no
married,yes,no,543,unknown,no
single,yes,no,257,unknown,no
married,yes,yes,237,unknown,no
married,yes,no,23,unknown,no
married,yes,no,209,unknown,no
single,yes,no,34,unknown,no
